"","marker","chr","pos","trait","lod","threshold","iteration","var_exp","eff_size","ci_l_marker","ci_l_pos","ci_r_marker","ci_r_pos","probe_chr","probe_start","probe_stop"
"1462","IV_15117167","IV",15117167,"A_12_P113607",6.92471113108723,3.77,1,0.176489496807228,0.418783356846905,"IV_15108346",15108346,"IV_15398099",15398099,"IV",15318563,15318622
"1463","V_12805611","V",12805611,"A_12_P113613",5.83322998089444,3.77,1,0.150966193142653,-0.387319919743106,"V_11894224",11894224,"V_13158595",13158595,"II",2023027,2023083
"1464","II_4905764","II",4905764,"A_12_P113614",4.06928851725365,3.77,1,0.109240257091029,-0.329474143824591,"II_4645641",4645641,"II_5429933",5429933,"V",2583250,2583309
"1465","V_15066983","V",15066983,"A_12_P113617",11.5448784086993,3.77,1,0.268826231367156,0.516851526409923,"V_14190003",14190003,"V_15269015",15269015,"V",14718586,14718645
"1466","II_2075279","II",2075279,"A_12_P113622",19.8590049303737,3.77,1,0.376697467561958,0.611693793199443,"II_1988126",1988126,"II_2126849",2126849,"II",2084826,2084885
"1467","IV_4043339","IV",4043339,"A_12_P113625",35.9110741059256,3.77,1,0.629704592734848,-0.790975336188898,"IV_3988400",3988400,"IV_4043433",4043433,"IV",4152119,4152225
"1468","V_20445160","V",20445160,"A_12_P113626",52.8889429896864,3.77,1,0.737612255905493,-0.856013752048172,"V_20379656",20379656,"V_20484393",20484393,"V",20552347,20552406
"1469","X_4758185","X",4758185,"A_12_P113632",7.51074629076414,3.77,1,0.188997991985458,-0.433369732871594,"X_4630882",4630882,"X_5638607",5638607,"IV",674105,674164
"1470","III_8304308","III",8304308,"A_12_P113635",4.69514292175697,3.77,1,0.128637551408542,0.357501932473149,"III_6681836",6681836,"III_9136653",9136653,"III",8634506,8634565
"1471","V_17780513","V",17780513,"A_12_P113652",28.3124293395457,3.77,1,0.52237037226586,0.720475554070098,"V_17748276",17748276,"V_17814233",17814233,"V",17774267,17774326
"1472","I_7115834","I",7115834,"A_12_P113654",5.43925671632667,3.77,1,0.095891076965444,-0.308687525551439,"I_6466803",6466803,"I_7273652",7273652,"I",7015911,7015970
"1473","X_16019509","X",16019509,"A_12_P113660",6.8091901286925,3.77,1,0.177394442013765,-0.419855634354492,"X_15592974",15592974,"X_16478903",16478903,"X",16123882,16123941
"1474","V_14290503","V",14290503,"A_12_P113669",16.3054632920745,3.77,1,0.352912625410121,0.592393117530868,"V_14190003",14190003,"V_14362950",14362950,"V",14478806,14478865
"1475","IV_7172090","IV",7172090,"A_12_P113673",35.7033806117939,3.77,1,0.638070447842762,-0.79617840510706,"IV_7124538",7124538,"IV_7396833",7396833,"IV",7261940,7261999
"1476","IV_4761504","IV",4761504,"A_12_P113675",10.7235876434617,3.77,1,0.259287491804515,-0.507599007940666,"IV_4757132",4757132,"IV_5023053",5023053,"III",7681077,7681136
"1477","X_3843271","X",3843271,"A_12_P113686",5.54965647897008,3.77,1,0.144812801720196,-0.379344209633326,"X_3297372",3297372,"X_4167697",4167697,"X",5155187,5155302
"1478","IV_2930684","IV",2930684,"A_12_P113689",16.9569306541719,3.77,1,0.396068287723234,0.62729292657022,"IV_2926154",2926154,"IV_2978421",2978421,"IV",2938001,2938060
"1479","X_21056","X",21056,"A_12_P113714",7.94703063674306,3.77,1,0.202751229251075,-0.448851861556687,"X_21056",21056,"X_785359",785359,"X",526078,526137
"1480","II_1732850","II",1732850,"A_12_P113729",50.0835826882635,3.77,1,0.611740047279778,-0.7796110166598,"II_1727040",1727040,"II_1856961",1856961,"II",1920087,1920142
"1481","V_20445160","V",20445160,"A_12_P113731",4.51016999718238,3.77,1,0.116523502424054,-0.340280252450169,"V_20135235",20135235,"V_20921615",20921615,"V",20448355,20448414
"1482","III_1402564","III",1402564,"A_12_P113732",22.018273335169,3.77,1,0.471337504843657,-0.684377905853733,"III_1401486",1401486,"III_1452343",1452343,"III",1419940,1419999
"1483","IV_10776966","IV",10776966,"A_12_P113748",34.4462526032334,3.77,1,0.585096024475735,0.762506508342844,"IV_10365714",10365714,"IV_11595915",11595915,"IV",11396528,11396587
"1484","IV_5332926","IV",5332926,"A_12_P113750",3.77771763557005,3.77,1,0.100194155660231,-0.3155376423469,"IV_4727677",4727677,"IV_6481596",6481596,"V",11669435,11669494
"1485","V_5235073","V",5235073,"A_12_P113757",8.2364793605464,3.77,1,0.200569924658669,-0.447564079976162,"V_4964433",4964433,"V_5261629",5261629,"V",5042435,5042494
"1486","V_20445160","V",20445160,"A_12_P113772",26.4568950874436,3.77,1,0.509895893975557,-0.711777585031052,"V_20379656",20379656,"V_20485981",20485981,"V",20480886,20480945
"1487","X_5576572","X",5576572,"A_12_P113785",5.45299173915222,3.77,1,0.141883458042426,0.375487828364258,"X_4639456",4639456,"X_5810100",5810100,"I",4911699,4911758
"1488","V_13332418","V",13332418,"A_12_P113789",7.38430959407454,3.77,1,0.183219984284208,0.426693868410392,"V_12298716",12298716,"V_14156647",14156647,"V",13363205,13363264
"1489","V_16790612","V",16790612,"A_12_P113794",27.2157118307326,3.77,1,0.540729170715698,-0.732785171131466,"V_16788323",16788323,"V_16851148",16851148,"V",16850433,16850492
"1490","II_3248302","II",3248302,"A_12_P113797",4.17066401933585,3.77,1,0.117905762165846,-0.342179736616307,"II_3092401",3092401,"II_3331906",3331906,"II",3249233,3249292
"1491","I_1041730","I",1041730,"A_12_P113812",3.93017348920732,3.77,1,0.0522586627785313,-0.228524662777788,"I_854751",854751,"I_1280348",1280348,"III",9930199,9930258
"1492","X_4893004","X",4893004,"A_12_P113823",6.29175145615947,3.77,1,0.160257891913273,0.399061374532011,"X_4674201",4674201,"X_5341098",5341098,"V",18154299,18154358
"1493","I_10228183","I",10228183,"A_12_P113826",6.31268169054094,3.77,1,0.147101691346916,-0.382330385238749,"I_9701366",9701366,"I_10725150",10725150,"I",9888427,9888482
"1494","II_4648873","II",4648873,"A_12_P113829",4.64259567092745,3.77,1,0.124696807157112,-0.352012145398885,"II_4121532",4121532,"II_5826747",5826747,"X",8816636,8816695
"1495","V_14290503","V",14290503,"A_12_P113848",17.0309075321913,3.77,1,0.364699196985743,0.601354385636155,"V_14190003",14190003,"V_14362950",14362950,"V",14482115,14482174
"1496","I_7805252","I",7805252,"A_12_P113857",4.60690360727975,3.77,1,0.0857750630148781,0.291951361034254,"I_6466803",6466803,"I_9097209",9097209,"I",7837877,7837920
"1497","IV_4550944","IV",4550944,"A_12_P113865",5.17140835594439,3.77,1,0.132363385558382,0.362671906046461,"IV_4281922",4281922,"IV_4761504",4761504,"IV",4415433,4415492
"1498","X_2610418","X",2610418,"A_12_P113866",20.6282727178189,3.77,1,0.44465273979206,0.664722635149549,"X_2597696",2597696,"X_2636716",2636716,"X",2606493,2606552
"1499","V_5175241","V",5175241,"A_12_P113870",9.75958878241143,3.77,1,0.234726007283045,-0.482949686449854,"V_5149493",5149493,"V_5261629",5261629,"V",5175097,5175156
"1500","II_1857611","II",1857611,"A_12_P113878",11.700014003899,3.77,1,0.247283416123374,-0.495699839833745,"II_1857282",1857282,"II_1860285",1860285,"II",1846092,1846151
"1501","II_3288020","II",3288020,"A_12_P113901",24.8935811740477,3.77,1,0.489400928857377,0.697340465976885,"II_3254958",3254958,"II_3373865",3373865,"X",226662,226721
"1502","V_2273283","V",2273283,"A_12_P113902",4.64522986036644,3.77,1,0.125639274591711,-0.353339907843399,"V_2271799",2271799,"V_2486879",2486879,"V",4745199,4745258
"1503","V_4571894","V",4571894,"A_12_P113911",15.8140381597911,3.77,1,0.343035748241139,0.583847831806397,"V_4520286",4520286,"V_4792309",4792309,"V",4584980,4585039
"1504","II_4519648","II",4519648,"A_12_P113912",23.5069713810456,3.77,1,0.488163549534254,0.696486423795105,"II_4409944",4409944,"II_4548757",4548757,"II",4590423,4590482
"1505","III_4200443","III",4200443,"A_12_P113920",4.76350824271959,3.77,1,0.129720696928468,-0.360105185743015,"III_3623259",3623259,"III_5369519",5369519,"I",14980364,14980423
"1506","II_3646789","II",3646789,"A_12_P113923",34.5945497976869,3.77,1,0.600320682551824,-0.7718631994033,"II_3643588",3643588,"II_3675550",3675550,"II",3677612,3677671
"1507","II_4854419","II",4854419,"A_12_P113932",4.6542653640241,3.77,1,0.125268947044191,-0.352818780723666,"II_4121532",4121532,"II_4996280",4996280,"V",10499506,10499565
"1508","X_3843271","X",3843271,"A_12_P113951",5.5377331657011,3.77,1,0.144525960290025,-0.378968325835173,"X_3716925",3716925,"X_4505845",4505845,"III",4181721,4181780
"1509","X_3843271","X",3843271,"A_12_P113952",4.88466786249016,3.77,1,0.128662777609377,-0.357566186530827,"X_3713398",3713398,"X_5176675",5176675,"IV",4528840,4528899
"1510","III_10040615","III",10040615,"A_12_P113956",16.9781675940208,3.77,1,0.388057183748275,-0.62098033183808,"III_9993581",9993581,"III_10418745",10418745,"IV",9548455,9548514
"1511","IV_4818285","IV",4818285,"A_12_P113968",5.6125592225273,3.77,1,0.163113809555396,0.402448904527904,"IV_4727677",4727677,"IV_5208413",5208413,"IV",8490637,8490696
"1512","IV_12896142","IV",12896142,"A_12_P113972",34.6726992577476,3.77,1,0.618010146421425,0.783660187935194,"IV_12868784",12868784,"IV_12963367",12963367,"IV",12907804,12907863
"1513","III_12806910","III",12806910,"A_12_P113979",3.83107313876389,3.77,1,0.105231114258384,-0.323365264906247,"III_12506544",12506544,"III_13780186",13780186,"I",221342,221401
"1514","II_13372003","II",13372003,"A_12_P113986",3.79810697456833,3.77,1,0.100705733790415,0.316342163480474,"II_13194469",13194469,"II_13738578",13738578,"IV",14771584,14771643
"1515","IV_15402798","IV",15402798,"A_12_P113994",4.26760078780975,3.77,1,0.114941082246213,0.33796180606375,"IV_15391532",15391532,"IV_15983752",15983752,"V",10934020,10934132
"1516","IV_13422338","IV",13422338,"A_12_P114022",5.17937746725031,3.77,1,0.139451386876378,0.372233082529931,"IV_13356132",13356132,"IV_14237700",14237700,"IV",13431759,13431817
"1517","IV_4761504","IV",4761504,"A_12_P114037",8.02257483396544,3.77,1,0.201360873324358,0.447319184405735,"IV_4757132",4757132,"IV_5646749",5646749,"X",10311963,10312022
"1518","V_14190544","V",14190544,"A_12_P114052",8.08376245923323,3.77,1,0.197439479655673,0.442942120284343,"V_14095452",14095452,"V_15066983",15066983,"V",14247546,14247605
"1519","X_12206293","X",12206293,"A_12_P114053",4.11020048456288,3.77,1,0.130294210924375,0.359613495390163,"X_6102000",6102000,"X_12932361",12932361,"X",2337832,2337944
"1520","IV_4761504","IV",4761504,"A_12_P114066",4.74118032862987,3.77,1,0.131001218184845,0.360748344507924,"IV_4368392",4368392,"IV_5163110",5163110,"V",9569068,9569127
"1521","V_1062760","V",1062760,"A_12_P114078",6.94443880222144,3.77,1,0.17838480450497,-0.421025993847773,"V_576020",576020,"V_1582251",1582251,"V",998502,998561
"1522","III_11220058","III",11220058,"A_12_P114085",6.50763656030695,3.77,1,0.162669094535077,0.403285684068197,"III_11197067",11197067,"III_11320466",11320466,"III",11250993,11251052
"1523","III_12459400","III",12459400,"A_12_P114096",6.41787575497002,3.77,1,0.163986421384854,-0.403676925577953,"III_12393263",12393263,"III_12540486",12540486,"III",12484349,12484408
"1524","III_12400511","III",12400511,"A_12_P114103",46.1198122629045,3.77,1,0.712529238785571,-0.841455835334432,"III_12398037",12398037,"III_12446786",12446786,"III",12399262,12399321
"1525","V_9985933","V",9985933,"A_12_P114129",9.7576065427263,3.77,1,0.239089348973683,-0.487427576544828,"V_9918470",9918470,"V_10838024",10838024,"V",9716145,9716251
"1526","III_939943","III",939943,"A_12_P114143",6.6762495769339,3.77,1,0.177667398045722,-0.420161586259053,"III_823104",823104,"III_1076199",1076199,"III",1011234,1011293
"1527","II_7433744","II",7433744,"A_12_P114145",5.08459467773087,3.77,1,0.136945863765007,-0.368889031812835,"II_7041451",7041451,"II_9311770",9311770,"II",7863415,7863474
"1528","X_12859131","X",12859131,"A_12_P114161",3.9636324861595,3.77,1,0.116111036410615,-0.339581735874163,"X_11570896",11570896,"X_13024411",13024411,"V",15025765,15025824
"1529","I_14102974","I",14102974,"A_12_P114165",5.74557549632225,3.77,1,0.151112777910463,-0.387507913571888,"I_13860554",13860554,"I_14116647",14116647,"I",14104888,14105087
"1530","V_15132428","V",15132428,"A_12_P114172",4.89790314089834,3.77,1,0.125848369799557,0.353633808647347,"V_14146627",14146627,"V_15660569",15660569,"V",12793108,12793167
"1531","II_916957","II",916957,"A_12_P114173",21.762676464556,3.77,1,0.387739984439748,0.620714051641591,"II_913646",913646,"II_1223891",1223891,"II",943045,943104
"1532","IV_7705207","IV",7705207,"A_12_P114182",5.94659323936519,3.77,1,0.153654796669722,0.390753649120171,"IV_7630216",7630216,"IV_8986377",8986377,"V",7151442,7151501
"1533","III_2622599","III",2622599,"A_12_P114183",9.17250450939297,3.77,1,0.227235317663322,0.47659757266866,"III_2592281",2592281,"III_2650408",2650408,"III",2618286,2618345
"1534","II_5465868","II",5465868,"A_12_P114190",41.404734477216,3.77,1,0.686384700837083,-0.825873970970243,"II_5463446",5463446,"II_5839860",5839860,"II",5495504,5495606
"1535","V_11806498","V",11806498,"A_12_P114194",4.09468997034391,3.77,1,0.109068584002375,0.329215154671308,"V_11503957",11503957,"V_12861006",12861006,"V",8641622,8641681
"1536","IV_14547789","IV",14547789,"A_12_P114196",4.40066665067758,3.77,1,0.114514726873136,0.337334416366206,"IV_14106284",14106284,"IV_15023091",15023091,"IV",14769101,14769160
"1537","II_1732850","II",1732850,"A_12_P114223",33.9189710263427,3.77,1,0.485562153555926,-0.694511706276354,"II_1727040",1727040,"II_1856961",1856961,"II",1925532,1925646
"1538","III_5369519","III",5369519,"A_12_P114228",4.25871257837817,3.77,1,0.118849606465294,0.343624585520246,"III_4388630",4388630,"III_5748303",5748303,"III",7575046,7575105
"1539","IV_13098759","IV",13098759,"A_12_P114236",9.31159292013974,3.77,1,0.231441109999385,0.479568040567738,"IV_13004260",13004260,"IV_13156891",13156891,"IV",13064977,13065035
"1540","I_12957859","I",12957859,"A_12_P114238",7.19984864728582,3.77,1,0.171528441930706,0.413852627047121,"I_12942790",12942790,"I_12994223",12994223,"I",12949191,12949250
"1541","I_14696180","I",14696180,"A_12_P114243",4.1718604951893,3.77,1,0.109489811756618,-0.329850263890053,"I_14488028",14488028,"I_14776886",14776886,"I",14569907,14570078
"1542","II_14391450","II",14391450,"A_12_P114249",4.07137339383304,3.77,1,0.108905801315914,-0.328969389410737,"II_14229519",14229519,"II_15274701",15274701,"II",14814485,14814544
"1543","I_7805252","I",7805252,"A_12_P114265",4.18861225268422,3.77,1,0.078450733628889,0.27920840386431,"I_6466803",6466803,"I_9337804",9337804,"I",7945471,7945530
"1544","V_9529886","V",9529886,"A_12_P114276",5.00803828442342,3.77,1,0.128478046232871,0.357309401228472,"V_5848537",5848537,"V_9985933",9985933,"I",13685545,13685604
"1545","X_4862702","X",4862702,"A_12_P114285",8.11109553421515,3.77,1,0.200350601258094,0.446195623671406,"X_4630882",4630882,"X_5526747",5526747,"I",12995358,12995417
"1546","X_5922452","X",5922452,"A_12_P114307",9.18088356277325,3.77,1,0.231018151981632,0.479120039008197,"X_5779735",5779735,"X_5993800",5993800,"X",15961914,15962047
"1547","IV_1250791","IV",1250791,"A_12_P114311",8.35557108701034,3.77,1,0.204532526518891,-0.450828302602639,"IV_1173221",1173221,"IV_1314462",1314462,"IV",1249265,1249376
"1548","X_7801408","X",7801408,"A_12_P114320",4.51140786269964,3.77,1,0.122472393767467,0.349956571477532,"X_6864316",6864316,"X_8948569",8948569,"IV",428253,428312
"1549","X_5291269","X",5291269,"A_12_P114321",4.07592137848269,3.77,1,0.10655389139313,-0.325397819803384,"X_4630882",4630882,"X_5569019",5569019,"I",5133839,5133947
"1550","IV_12672698","IV",12672698,"A_12_P114334",4.64062018083996,3.77,1,0.124925818705443,-0.352335240548619,"IV_9987122",9987122,"IV_12963367",12963367,"IV",9258918,9258977
"1551","II_14608351","II",14608351,"A_12_P114336",53.8233172445347,3.77,1,0.770111818579072,-0.874796175129939,"II_14606333",14606333,"II_15274701",15274701,"II",15164819,15164878
"1552","V_3680651","V",3680651,"A_12_P114357",6.03136133679143,3.77,1,0.159970650291007,-0.39870358108775,"V_3637192",3637192,"V_3898877",3898877,"V",3198681,3198740
"1553","X_5526747","X",5526747,"A_12_P114367",4.03875862430811,3.77,1,0.131761027277498,0.361590211308085,"X_4891523",4891523,"X_7726527",7726527,"IV",15888317,15888375
"1554","V_11833225","V",11833225,"A_12_P114379",3.80634674523549,3.77,1,0.101374834117945,0.317391330292552,"V_11050301",11050301,"V_12435496",12435496,"III",10866880,10866939
"1555","I_4845514","I",4845514,"A_12_P114380",19.6652632438963,3.77,1,0.140874493191708,-0.373965021020712,"I_4775095",4775095,"I_4855280",4855280,"I",4466555,4466614
"1556","V_2486919","V",2486919,"A_12_P114382",6.19136264741818,3.77,1,0.16400136843748,0.403695322353473,"V_2092267",2092267,"V_2894620",2894620,"II",13835038,13835097
"1557","X_2995671","X",2995671,"A_12_P114430",5.01521927164511,3.77,1,0.133654853741617,-0.364436904247092,"X_2594676",2594676,"X_3104255",3104255,"II",10580836,10580895
"1558","II_1418895","II",1418895,"A_12_P114436",29.8587868244884,3.77,1,0.47351951149463,-0.685946464792348,"II_1417887",1417887,"II_1718365",1718365,"II",1661953,1662012
"1559","V_16165290","V",16165290,"A_12_P114453",4.28668249158535,3.77,1,0.11121677512183,0.332414270963806,"V_15963959",15963959,"V_16436223",16436223,"II",10493396,10493455
"1560","X_4721441","X",4721441,"A_12_P114454",4.73589517726352,3.77,1,0.123303348904056,-0.350039792228902,"X_4171941",4171941,"X_5526747",5526747,"IV",8381609,8381668
"1561","V_16859250","V",16859250,"A_12_P114478",34.687014612695,3.77,1,0.576455996736894,-0.756275369334733,"V_16858940",16858940,"V_16994282",16994282,"V",16919441,16919500
"1562","V_17547867","V",17547867,"A_12_P114479",5.34019650937521,3.77,1,0.143959076274905,-0.378160951062964,"V_17176364",17176364,"V_17780513",17780513,"V",17348794,17348853
"1563","II_14608351","II",14608351,"A_12_P114492",3.79808914850969,3.77,1,0.101595317014851,0.317736294365148,"II_13669810",13669810,"II_15274701",15274701,"V",9338747,9338806
"1564","IV_3920365","IV",3920365,"A_12_P114505",8.05299517369719,3.77,1,0.207203418659314,-0.455919053685014,"IV_3838447",3838447,"IV_3952403",3952403,"IV",4121371,4121430
"1565","II_14608351","II",14608351,"A_12_P114533",6.5801173561129,3.77,1,0.169232296447959,0.410082848193202,"II_14254434",14254434,"II_15274701",15274701,"II",14521014,14521073
"1566","IV_3690212","IV",3690212,"A_12_P114553",30.369796452752,3.77,1,0.60584525577361,0.775726566999038,"IV_3689864",3689864,"IV_3694723",3694723,"II",837831,837890
"1567","X_4402562","X",4402562,"A_12_P114560",5.59516950880934,3.77,1,0.145291366340271,0.379970504331627,"X_4171941",4171941,"X_5291269",5291269,"III",10026459,10026518
